,age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,sentiment,financial_stress_level,risk_category,default_risk
1170,33,9500,0.28,28000,60,0,2,7,Salaried,Master,Married,Urban,We've consolidated our debts and are on track to be debt-free within five years.,0.75,Low,Low Risk,0
1171,48,7200,0.75,25000,48,5,4,15,Self-Employed,Diploma,Married,Suburban,Our family expenses are overwhelming; it feels like we're constantly just trying to stay afloat.,0.15,High,High Risk,1
1172,24,2800,0.6,5000,24,1,1,1,Salaried,Bachelor,Single,Urban,"I'm still figuring out my budget, but I'm determined to get my credit card debt under control.",0.4,Medium,Watchlist,0
1173,59,11000,0.18,30000,60,0,1,20,Salaried,Master,Married,Suburban,"Our retirement savings are on track, and we're looking forward to a comfortable future.",0.95,Low,Low Risk,0
1174,31,4000,0.72,12000,36,3,2,5,Salaried,Diploma,Single,Urban,I'm trying to handle my debts but higher living costs are making it very difficult to save or pay extra.,0.3,High,High Risk,1
1175,28,4500,0.35,12000,36,0,1,5,Salaried,Bachelor,Single,Urban,I'm focused on paying down my car loan and saving for a down payment on a house.,0.8,Low,Low Risk,0
1176,42,8500,0.18,28000,60,0,2,12,Salaried,Master,Married,Suburban,"My family's finances are stable, and we're comfortably managing our mortgage and other commitments.",0.9,Low,Low Risk,0
1177,22,1800,0.92,2500,12,2,1,1,Student,Bachelor,Single,Urban,I'm constantly worried about making ends meet while studying and working part-time.,0.2,High,High Risk,1
1178,55,6000,0.55,18000,48,1,3,18,Salaried,Diploma,Divorced,Suburban,"After my divorce, I'm working hard to rebuild my finances and manage my credit card debt.",0.4,Medium,Watchlist,1
1179,35,7000,0.25,15000,36,0,2,8,Self-Employed,Bachelor,Married,Urban,"My business is thriving, and I'm looking to invest more, while keeping my personal debts low.",0.95,Low,Low Risk,0
1180,63,3200,0.1,5000,24,0,0,20,Salaried,High School,Married,Rural,"We live modestly on our pensions and have no outstanding debts, which brings peace of mind.",0.95,Low,Low Risk,0
1181,30,0,0.98,1000,12,7,2,3,Unemployed,High School,Single,Urban,I've been out of work for months and can't see a way out of this debt cycle.,0.05,High,High Risk,1
1182,48,18000,0.08,50000,60,0,2,16,Salaried,Master,Married,Suburban,"Our financial portfolio is robust, and we manage our assets and liabilities strategically.",0.95,Low,Low Risk,0
1183,25,3000,0.7,7000,24,1,1,2,Salaried,Diploma,Single,Urban,"I'm trying to juggle student loan payments with a new credit card, it's tight every month.",0.25,Medium,Watchlist,1
1184,58,4000,0.2,10000,36,0,1,15,Salaried,High School,Divorced,Rural,I'm nearing retirement and focused on being debt-free before I stop working full-time.,0.8,Low,Low Risk,0
1185,39,5500,0.85,20000,48,3,4,10,Self-Employed,Bachelor,Married,Urban,"My business had a rough year, and I'm using credit to bridge gaps while trying to catch up.",0.2,High,High Risk,1
1186,21,2000,0.65,1000,12,1,1,0,Student,High School,Single,Suburban,"Just starting out, I'm cautious but needed a small loan for emergencies.",0.35,Medium,Watchlist,1
1187,47,9500,0.3,30000,60,0,3,14,Salaried,Master,Married,Suburban,We are planning for our children's education and maintaining a healthy financial position.,0.9,Low,Low Risk,0
1188,33,4000,0.75,10000,36,2,2,7,Salaried,Bachelor,Single,Urban,I'm feeling overwhelmed by my credit card debt and a recent unexpected expense.,0.1,High,High Risk,1
1189,68,2500,0.15,3000,12,0,0,20,Unemployed,High School,Married,Rural,"Our retirement income is fixed, and we are careful to live within our means.",0.7,Low,Low Risk,0
1190,29,6000,0.4,25000,60,0,1,6,Self-Employed,Bachelor,Single,Urban,I recently secured a business loan and am confident in my ability to manage it effectively.,0.85,Low,Low Risk,0
1191,52,7500,0.6,22000,48,1,3,17,Salaried,Diploma,Married,Suburban,"We've had some unexpected medical bills, which has strained our budget and credit cards.",0.2,Medium,Watchlist,1
1192,31,3500,0.8,8000,24,4,2,4,Salaried,High School,Single,Urban,I'm drowning in minimum payments and struggling to cover all my debts each month.,0.1,High,High Risk,1
1193,70,1500,0.05,0,0,0,0,20,Unemployed,High School,Divorced,Rural,"I live on a small pension but have always prioritized being debt-free, which I am.",0.8,Low,Low Risk,0
1194,40,10000,0.12,40000,60,0,3,13,Salaried,Master,Married,Suburban,"Our financial planning is meticulous, allowing us to pursue large investments comfortably.",0.95,Low,Low Risk,0
1195,26,2800,0.78,6000,36,2,1,3,Salaried,Diploma,Single,Urban,I'm barely keeping my head above water with my credit card and personal loan payments.,0.15,High,High Risk,1
1196,45,6500,0.45,18000,48,0,2,11,Self-Employed,Bachelor,Married,Rural,"My business income fluctuates, but I always prioritize paying my debts on time.",0.7,Medium,Watchlist,0
1197,37,5000,0.68,15000,36,1,3,9,Salaried,Bachelor,Divorced,Urban,"I'm struggling a bit after the divorce, managing bills and childcare on a single income.",0.3,Medium,Watchlist,1
1198,50,15000,0.09,45000,60,0,2,18,Salaried,Master,Married,Suburban,"Our financial future is secure, and we're planning for retirement and legacy building.",0.95,Low,Low Risk,0
1199,32,2200,0.9,4000,24,5,2,5,Unemployed,Diploma,Single,Urban,"Job hunting is tough, and I'm using credit cards to survive, but falling behind on payments.",0.1,High,High Risk,1
1200,24,3500,0.3,8000,36,0,1,3,Salaried,Bachelor,Single,Urban,"I'm just starting my career and trying to build good credit, managing my new car loan carefully.",0.8,Low,Low Risk,0
1201,38,8000,0.45,30000,60,0,2,15,Salaried,Master,Married,Suburban,"My family's finances are stable, but we're considering a home renovation loan to improve our living space.",0.8,Medium,Low Risk,0
1202,22,1800,0.85,2500,12,2,1,2,Student,Diploma,Single,Urban,"It's tough balancing studies and work, and I'm constantly worried about making my credit card payments on time.",0.25,High,High Risk,1
1203,48,18000,0.2,40000,60,0,3,20,Self-Employed,Master,Married,Suburban,"My portfolio is diversified, and I'm looking for another low-interest loan to expand my real estate holdings.",0.9,Low,Low Risk,0
1204,41,4500,0.65,10000,36,1,2,10,Salaried,Bachelor,Divorced,Urban,"After a difficult divorce, I'm slowly getting my finances back on track, but it's a slow and stressful process.",0.35,High,Watchlist,0
1205,65,2500,0.15,5000,24,0,0,20,Salaried,High School,Divorced,Rural,"My pension provides a steady income, and I generally manage my expenses well, but an unexpected medical bill came up.",0.65,Medium,Low Risk,0
1206,32,6000,0.55,15000,48,1,2,7,Self-Employed,Bachelor,Married,Urban,"Business is growing, but cash flow can be tight sometimes; I'm investing in new equipment to scale up.",0.65,Medium,Watchlist,0
1207,29,1500,0.95,5000,12,5,2,6,Unemployed,Diploma,Single,Urban,"I lost my job months ago and have been struggling immensely to keep up with even basic expenses, everything feels overwhelming.",0.05,High,High Risk,1
1208,25,2000,0.4,10000,36,0,1,4,Student,Master,Single,Urban,"I'm focused on my studies and future career, but I need a small loan to cover my living costs until I graduate.",0.4,Medium,Watchlist,0
1209,45,7000,0.35,12000,48,0,1,18,Salaried,Bachelor,Married,Suburban,"Our family budget is well-managed, and we're just looking to replace an old family car with something reliable.",0.9,Low,Low Risk,0
1210,28,12000,0.25,25000,60,0,0,6,Salaried,Bachelor,Single,Urban,I've been saving aggressively and am ready to invest in my first property in the city.,0.9,Low,Low Risk,0
1211,52,5500,0.5,18000,48,0,1,15,Self-Employed,High School,Married,Rural,"Farming can be unpredictable, but we're looking to upgrade our equipment to improve efficiency and yield for next season.",0.7,Medium,Watchlist,0
1212,35,3000,0.8,7000,24,3,1,8,Salaried,Diploma,Divorced,Suburban,My recent divorce left me with a lot of unexpected expenses and I'm finding it hard to catch up on everything.,0.2,High,High Risk,1
1213,58,10000,0.1,10000,12,0,0,20,Salaried,Master,Married,Urban,"With retirement approaching, our investments are solid, and we're treating ourselves to a dream trip.",0.95,Low,Low Risk,0
1214,26,2200,0.7,3000,12,1,0,4,Self-Employed,Bachelor,Single,Urban,"My income varies wildly as an artist, and I often need a small boost to cover my studio expenses until the next commission.",0.35,High,Watchlist,1
1215,39,6500,0.4,6000,24,0,2,12,Salaried,Bachelor,Married,Suburban,"An unexpected car breakdown is a real hit to our savings, but we need reliable transport for work and school.",0.35,Medium,Low Risk,0
1216,30,4000,0.2,2000,12,0,0,1,Salaried,Bachelor,Single,Urban,I'm new to the country and trying to establish a good credit history while settling into my new job and apartment.,0.6,Low,Low Risk,0
1217,62,15000,0.3,50000,60,0,2,20,Self-Employed,Diploma,Married,Rural,"My business has seen consistent growth, and I'm ready to make a significant investment to take it to the next level.",0.95,Low,Low Risk,0
1218,49,5000,0.9,15000,36,4,2,17,Salaried,High School,Divorced,Suburban,"Despite working full-time, medical emergencies have completely crippled my finances and I'm constantly behind.",0.1,High,High Risk,1
1219,23,3200,0.6,4000,24,1,1,2,Salaried,Bachelor,Single,Urban,"My student loans are a heavy burden, and I'm struggling to manage my credit card debt even with a new job.",0.15,High,Watchlist,1
1220,55,9000,0.2,20000,48,0,1,20,Salaried,Bachelor,Married,Suburban,"Our house is nearly paid off, and we want to refresh it for our golden years with a new kitchen and bathroom.",0.9,Low,Low Risk,0
1221,27,1500,1.0,3000,12,7,1,5,Unemployed,High School,Single,Urban,"I've been out of work for a long time and am barely scraping by, every day is a struggle to just survive.",0.05,High,High Risk,1
1222,33,5800,0.15,1000,12,0,0,10,Salaried,Bachelor,Married,Suburban,"My finances are in good order, and I'm just looking for a small, quick loan to fund a new personal project.",0.9,Low,Low Risk,0
1223,43,4800,0.75,8000,24,2,1,14,Self-Employed,Diploma,Divorced,Rural,"My business took a hit last year, and I'm working hard to recover, but cash flow is still a major challenge.",0.25,High,High Risk,1
1224,68,4000,0.05,2000,12,0,0,20,Salaried,High School,Married,Suburban,"Our finances are very secure, we just need a quick loan for a new washing machine.",0.85,Low,Low Risk,0
1225,45,15000,0.15,10000,24,0,1,15,Salaried,Master,Married,Suburban,"Our finances are stable, and we're actively saving for retirement and our children's education.",0.95,Low,Low Risk,0
1226,22,1800,0.85,3000,36,2,1,2,Student,Bachelor,Single,Urban,Juggling tuition and living expenses is incredibly tough right now; I'm barely making ends meet.,0.15,High,High Risk,1
1227,38,1500,0.95,8000,48,7,3,8,Unemployed,High School,Divorced,Rural,I lost my job months ago and I'm struggling to pay anything; everything feels like it's collapsing around me.,0.05,High,High Risk,1
1228,52,5000,0.7,25000,60,1,2,10,Salaried,Diploma,Married,Suburban,"We're making all our payments, but with rising expenses, our budget is getting tighter and tighter.",0.4,Medium,Watchlist,0
1229,28,4000,0.3,7000,36,0,1,4,Salaried,Bachelor,Single,Urban,I'm focusing on paying off my student loans and building up my savings.,0.65,Low,Low Risk,0
1230,60,7000,0.25,15000,48,0,0,20,Salaried,Master,Married,Suburban,Approaching retirement with a healthy nest egg and minimal debt feels really good.,0.95,Low,Low Risk,0
1231,32,6000,0.65,30000,60,1,2,7,Self-Employed,Bachelor,Married,Urban,"My business income is good, but I'm concerned about carrying this much debt.",0.5,Medium,Watchlist,0
1232,25,2500,0.9,5000,24,3,1,3,Salaried,High School,Single,Urban,"I've made a few mistakes with my credit, and it feels like I'm constantly catching up.",0.25,High,High Risk,1
1233,49,8000,0.4,20000,48,0,1,12,Salaried,Bachelor,Divorced,Suburban,"Managing my finances solo after the divorce has been challenging, but I'm staying on track.",0.65,Low,Low Risk,0
1234,65,3000,0.1,1000,12,0,0,18,Retired,High School,Married,Rural,"Our pension provides enough, and we live a simple, debt-free life.",0.9,Low,Low Risk,0
1235,21,1500,0.75,2000,24,1,0,0,Student,High School,Single,Urban,I just got my first credit card and it's hard not to overspend with my limited income.,0.3,High,High Risk,1
1236,35,10000,0.55,45000,60,0,3,9,Salaried,Master,Married,Suburban,"We have significant financial obligations, but my income generally allows us to handle them.",0.6,Medium,Watchlist,0
1237,42,7500,0.2,12000,36,0,1,14,Self-Employed,Bachelor,Married,Rural,"My business is thriving, and I'm looking forward to expanding my investments.",0.95,Low,Low Risk,0
1238,58,4500,0.8,18000,48,4,2,13,Salaried,Diploma,Divorced,Urban,"Unexpected medical bills have really strained my budget, and I'm falling behind.",0.15,High,High Risk,1
1239,29,3500,0.45,6000,36,0,1,5,Salaried,Bachelor,Single,Urban,"I'm steadily working towards financial independence, and my credit score is improving.",0.85,Low,Low Risk,0
1240,70,2500,0.18,3000,12,0,0,10,Retired,High School,Married,Rural,"We live frugally on our pension and government benefits, which suits us just fine.",0.8,Low,Low Risk,0
1241,30,20000,0.6,50000,60,0,4,6,Salaried,Master,Single,Urban,"I have multiple investments and properties, but I'm highly leveraged with my debt.",0.4,Medium,Watchlist,0
1242,48,3000,0.92,10000,36,5,2,11,Salaried,Diploma,Married,Rural,"My income isn't keeping up with our expenses, and I'm constantly worried about defaulting.",0.1,High,High Risk,1
1243,33,5500,0.35,15000,48,0,2,7,Self-Employed,Bachelor,Married,Suburban,"My business is growing steadily, allowing us to manage our household expenses comfortably.",0.9,Low,Low Risk,0
1244,62,3500,0.68,7000,24,2,1,16,Salaried,High School,Divorced,Rural,I'm nearing retirement and really need to get my debts under control before I stop working full-time.,0.35,Medium,Watchlist,1
1245,26,2800,0.5,4000,24,0,1,3,Salaried,Diploma,Single,Urban,"I'm making progress on my small debts, but saving for a down payment feels very distant.",0.4,Low,Low Risk,0
1246,50,12000,0.22,20000,36,0,1,17,Salaried,Master,Married,Suburban,"Our financial planning is on track, and we feel secure about our future.",0.95,Low,Low Risk,0
1247,39,6500,0.78,35000,60,3,3,9,Self-Employed,Bachelor,Married,Urban,"Running a business is unpredictable, and sometimes expenses stack up faster than income.",0.35,High,High Risk,1
1248,55,8500,0.3,22000,48,0,1,19,Salaried,Diploma,Married,Suburban,We're comfortable and actively contributing to our retirement funds.,0.95,Low,Low Risk,0
1249,41,4000,0.88,12000,36,6,2,6,Unemployed,High School,Single,Rural,I'm out of work and my debts are mounting; I don't see a way out right now.,0.05,High,High Risk,1
1250,28,6500,0.28,15000,48,0,1,5,Salaried,Bachelor,Single,Urban,I'm diligently saving for a down payment on a house while managing my car loan responsibly.,0.85,Low,Low Risk,0
1251,42,11000,0.45,35000,60,0,2,12,Salaried,Master,Married,Suburban,My family's finances are stable; we're comfortably paying our mortgage and car loan.,0.9,Low,Low Risk,0
1252,22,1900,0.88,3000,24,3,1,2,Student,Diploma,Single,Urban,I'm struggling to keep up with my credit card payments while balancing tuition and part-time work.,0.2,High,High Risk,1
1253,55,5800,0.65,18000,36,1,2,18,Salaried,Bachelor,Divorced,Suburban,"Since my divorce, I've had to take on a personal loan to cover expenses, and it's been a tight squeeze.",0.25,Medium,Watchlist,0
1254,35,1500,0.98,7000,12,8,3,9,Unemployed,High School,Single,Rural,I've been out of work for six months and have fallen behind on all my bills; I'm desperate for a solution.,0.0,High,High Risk,1
1255,31,8000,0.32,22000,48,0,1,7,Self-Employed,Bachelor,Married,Urban,"My business is growing, and I'm comfortably managing our family's finances and investments.",0.95,Low,Low Risk,0
1256,62,4000,0.15,5000,12,0,0,20,Salaried,High School,Married,Rural,We are retired and live comfortably on our pension and a small loan we took for home repairs.,0.85,Low,Low Risk,0
1257,25,3500,0.75,10000,36,2,1,3,Salaried,Bachelor,Single,Urban,"I'm new to my career, and the student loans combined with a personal loan make budgeting very tight.",0.3,Medium,Watchlist,0
1258,48,9500,0.55,45000,60,0,3,15,Salaried,Master,Married,Suburban,"We have a mortgage and two car loans, but our combined income handles it well.",0.8,Low,Low Risk,0
1259,39,4800,0.92,12000,24,5,2,10,Self-Employed,Diploma,Single,Rural,"Business has been slow, and I've maxed out my credit cards trying to stay afloat; it's a constant worry.",0.15,High,High Risk,1
1260,29,5200,0.35,8000,36,0,1,6,Salaried,Bachelor,Married,Urban,We are planning for a family and are careful with our spending to build up savings.,0.8,Low,Low Risk,0
1261,67,2500,0.2,2000,12,0,0,19,Retired,High School,Divorced,Rural,"My pension provides enough for my needs, and I live a modest life without much debt.",0.9,Low,Low Risk,0
1262,33,7200,0.4,25000,60,0,2,8,Salaried,Master,Single,Urban,I'm investing aggressively while maintaining a balanced budget with my student and car loans.,0.8,Low,Low Risk,0
1263,50,3800,0.8,15000,48,4,2,14,Salaried,Diploma,Married,Suburban,"Unexpected medical bills have strained our budget, making it hard to keep up with loan payments.",0.2,High,Watchlist,1
1264,21,1600,0.6,1000,12,1,0,0,Student,High School,Single,Rural,"I just started my first job and am trying to learn how to manage my money, but I had a minor hiccup with a credit card payment.",0.45,Medium,Watchlist,0
1265,45,15000,0.3,50000,60,0,3,16,Self-Employed,Master,Married,Urban,"My business is thriving, allowing us to take a substantial loan for a new investment property.",0.95,Low,Low Risk,0
1266,58,7000,0.25,10000,24,0,1,17,Salaried,Bachelor,Married,Suburban,"We're nearing retirement and feel financially secure, with just a small home improvement loan left.",0.9,Low,Low Risk,0
1267,30,2800,0.9,6000,36,6,2,4,Unemployed,Diploma,Single,Urban,I'm constantly worried about eviction and my mounting credit card debt since losing my job.,0.0,High,High Risk,1
1268,52,6000,0.5,20000,48,0,1,15,Salaried,Bachelor,Divorced,Rural,"I'm rebuilding my finances after a difficult divorce, focusing on paying down my new mortgage.",0.45,Medium,Watchlist,0
1269,26,4000,0.7,12000,36,2,1,3,Salaried,Bachelor,Single,Urban,"Rent and my car loan are eating a large chunk of my income, and I occasionally miss a payment.",0.15,Medium,Watchlist,1
1270,40,18000,0.1,20000,24,0,0,13,Self-Employed,Master,Married,Suburban,"My business is thriving, and we maintain a very low debt profile, saving aggressively for our future.",0.95,Low,Low Risk,0
1271,60,3000,0.85,9000,12,5,2,18,Retired,High School,Single,Rural,"My small pension isn't enough to cover all my medical expenses and loans, leaving me in a difficult spot.",0.15,High,High Risk,1
1272,43,9000,0.38,30000,60,0,2,14,Salaried,Bachelor,Married,Suburban,We are planning a home renovation and are comfortable with the new loan given our stable income.,0.85,Low,Low Risk,0
1273,37,4500,0.78,18000,48,3,2,11,Salaried,Diploma,Married,Urban,"Between childcare costs and a previous car repair loan, we're finding it hard to catch up.",0.2,Medium,Watchlist,1
1274,24,2200,0.55,4000,24,1,1,1,Student,Bachelor,Single,Urban,"I'm juggling my final year of university and a part-time job, trying my best to manage my small loans.",0.35,Medium,Watchlist,0
1275,28,6500,0.25,15000,36,0,1,5,Salaried,Bachelor,Single,Urban,I'm looking to consolidate my small credit card debt and invest more in my future.,0.75,Low,Low Risk,0
1276,45,12000,0.18,30000,60,0,2,15,Salaried,Master,Married,Suburban,"My family's finances are stable, and we're planning a home improvement project.",0.85,Low,Low Risk,0
1277,22,1800,0.85,2500,12,3,1,2,Student,High School,Single,Urban,I'm really struggling to make ends meet while studying; sometimes rent is late.,0.1,High,High Risk,1
1278,39,4000,0.7,10000,24,2,3,8,Salaried,Diploma,Divorced,Suburban,"It's tough juggling bills and child support, I need this loan to cover some urgent expenses.",0.25,High,Watchlist,1
1279,58,7000,0.35,18000,48,1,0,20,Salaried,Bachelor,Married,Rural,"Approaching retirement, I want to pay off my car before I stop working full-time.",0.7,Low,Low Risk,0
1280,33,9500,0.15,20000,36,0,1,10,Self-Employed,Master,Single,Urban,"My business is thriving, and I'm looking for capital to expand operations.",0.95,Low,Low Risk,0
1281,25,3200,0.6,5000,24,1,2,3,Salaried,Bachelor,Single,Suburban,"I'm trying to get my finances in order, but it's hard with student loan payments.",0.35,Medium,Watchlist,0
1282,68,2500,0.4,4000,12,0,0,18,Unemployed,High School,Divorced,Rural,"My pension covers essentials, but I need a small loan for an unexpected medical bill.",0.4,Medium,Watchlist,0
1283,42,5000,0.95,12000,36,7,4,12,Salaried,Diploma,Married,Urban,"We've had some family emergencies, and my credit cards are maxed out, desperately need help.",0.05,High,High Risk,1
1284,30,15000,0.1,45000,60,0,1,7,Salaried,Master,Married,Suburban,We are looking to purchase a second car and our finances are very strong.,0.95,Low,Low Risk,0
1285,26,2000,0.75,3000,12,4,2,1,Unemployed,High School,Single,Rural,I just lost my job and I'm struggling to pay my previous debts; it's a very difficult time.,0.1,High,High Risk,1
1286,50,8000,0.3,10000,24,0,0,17,Self-Employed,Bachelor,Divorced,Urban,"Business has been steady, and I'd like to update some equipment to stay competitive.",0.75,Low,Low Risk,0
1287,35,6000,0.55,25000,48,1,2,9,Salaried,Bachelor,Married,Suburban,"We're trying to pay for our children's education and manage our mortgage, finances are tight but manageable.",0.6,Medium,Watchlist,0
1288,29,4500,0.65,7000,24,2,1,4,Salaried,Diploma,Single,Urban,I'm working on paying down my credit card debt and consolidating it into one payment.,0.4,Medium,Watchlist,1
1289,62,3000,0.2,1000,12,0,0,20,Unemployed,High School,Married,Rural,"My pension and savings are sufficient, I just need a small sum for a vacation.",0.9,Low,Low Risk,0
1290,48,10000,0.4,50000,60,0,3,16,Salaried,Master,Married,Urban,We're planning a major renovation on our house and need additional funds.,0.65,Low,Low Risk,0
1291,21,1600,0.9,1500,12,5,0,0,Student,High School,Single,Suburban,"I just opened my first credit card and already got into trouble, need a loan to pay it off.",0.1,High,High Risk,1
1292,55,7500,0.28,22000,36,0,1,19,Salaried,Bachelor,Married,Rural,"We're almost debt-free, this loan will help with a final significant expense before retirement.",0.9,Low,Low Risk,0
1293,37,3500,0.8,8000,24,6,3,6,Salaried,Diploma,Single,Urban,"I feel trapped by my debts, every month is a struggle just to pay minimums.",0.1,High,High Risk,1
1294,41,18000,0.05,10000,12,0,0,14,Self-Employed,Master,Married,Urban,"My investment portfolio is growing, and I just need short-term funds for a new opportunity.",0.9,Low,Low Risk,0
1295,24,2800,0.5,3000,12,0,1,2,Salaried,Bachelor,Single,Suburban,I'm starting my first job after college and want to buy a used car for commuting.,0.65,Low,Low Risk,0
1296,60,4000,0.6,6000,24,3,1,10,Salaried,High School,Married,Rural,"My wife recently had medical expenses, and it's put a strain on our savings.",0.3,Medium,Watchlist,1
1297,31,5500,0.45,10000,36,0,2,7,Salaried,Bachelor,Married,Urban,We are planning to start a family and want to consolidate some debt before the baby arrives.,0.6,Low,Low Risk,0
1298,46,9000,0.33,35000,60,0,2,16,Salaried,Master,Divorced,Suburban,"With the divorce settled, I'm rebuilding my financial future and looking to invest in a small property.",0.75,Low,Low Risk,0
1299,52,20000,0.12,50000,60,0,3,18,Salaried,Master,Married,Urban,"My financial standing is excellent, and I'm seeking a large loan for a luxury purchase.",0.95,Low,Low Risk,0
1300,22,1800,0.85,3000,24,3,1,2,Student,Bachelor,Single,Urban,I'm barely making ends meet with my part-time job and student loans; every month is a struggle.,0.1,High,High Risk,1
1301,28,4500,0.25,15000,48,0,1,6,Salaried,Bachelor,Single,Urban,I've been diligent with my finances since graduating and feel confident about my ability to save.,0.9,Low,Low Risk,0
1302,45,8500,0.4,35000,60,0,2,15,Salaried,Bachelor,Married,Suburban,"Our family budget is tight but manageable, and we prioritize saving for our children's future.",0.7,Medium,Low Risk,0
1303,35,6000,0.55,10000,36,1,1,8,Self-Employed,Master,Single,Urban,"My income varies, so I try to be cautious with spending, but sometimes unexpected business expenses come up.",0.4,Medium,Watchlist,0
1304,50,1500,0.95,2000,12,6,3,18,Unemployed,High School,Divorced,Rural,"I've lost my job and am struggling to cover basic expenses, feeling overwhelmed by debt.",0.05,High,High Risk,1
1305,55,18000,0.15,20000,24,0,1,20,Salaried,Master,Married,Suburban,"My investments are growing steadily, and I enjoy financial freedom with careful spending.",0.95,Low,Low Risk,0
1306,40,3800,0.7,7000,36,2,2,10,Salaried,Bachelor,Divorced,Urban,"I'm working hard to get my finances back on track after a difficult divorce, it's a slow process.",0.35,High,Watchlist,1
1307,48,5500,0.3,12000,48,0,1,16,Self-Employed,Diploma,Married,Rural,"Business is consistent, and I keep a close eye on my expenses to ensure financial stability.",0.8,Low,Low Risk,0
1308,25,3200,0.6,5000,36,1,2,3,Salaried,Bachelor,Single,Urban,"I'm juggling student loan payments and trying to build my career, which makes my budget tight.",0.35,Medium,Watchlist,0
1309,62,3000,0.2,4000,24,0,0,20,Unemployed,High School,Married,Rural,"My retirement income is modest but stable, and I live within my means to avoid financial worries.",0.8,Low,Low Risk,0
1310,30,2500,0.8,3500,24,4,1,5,Self-Employed,Diploma,Single,Urban,"My income is unpredictable, making it hard to keep up with bills, but I'm pursuing my passion.",0.2,High,High Risk,1
1311,38,12000,0.35,45000,60,0,3,12,Salaried,Master,Married,Suburban,"We manage our finances together, balancing family needs with long-term financial goals.",0.85,Low,Low Risk,0
1312,33,3000,0.75,6000,36,2,2,7,Salaried,High School,Divorced,Urban,"It's tough raising kids on my own; every penny is accounted for, and unexpected expenses are a huge worry.",0.2,High,High Risk,1
1313,60,15000,0.1,10000,12,0,0,20,Salaried,Master,Married,Suburban,"My retirement savings are strong, allowing me to enjoy life without financial concerns.",0.95,Low,Low Risk,0
1314,42,9000,0.65,40000,60,1,2,14,Self-Employed,Bachelor,Married,Urban,"We're reinvesting heavily in the business, which means higher debt for now but strong growth potential.",0.65,Medium,Watchlist,0
1315,30,2800,0.5,2500,24,0,0,1,Salaried,Diploma,Single,Urban,"I'm working to establish my financial footing in a new country, carefully managing my limited credit.",0.45,Medium,Watchlist,0
1316,32,10000,0.7,20000,48,1,2,10,Salaried,Master,Single,Urban,"I earn well, but my lifestyle means I often carry a higher credit card balance, though I always pay the minimum.",0.4,Medium,Watchlist,0
1317,58,4000,0.88,15000,36,5,3,19,Self-Employed,High School,Married,Rural,"Crop yields were poor this year, putting a huge strain on our finances and making it hard to repay existing debts.",0.1,High,High Risk,1
1318,24,2000,0.65,2000,12,1,1,3,Student,Master,Single,Urban,I'm focused on my studies and my part-time income barely covers my living expenses and student debt.,0.25,Medium,Watchlist,1
1319,50,7000,0.18,8000,24,0,1,18,Salaried,Diploma,Married,Suburban,We've paid off most of our major debts and now enjoy a comfortable financial position.,0.95,Low,Low Risk,0
1320,36,5000,0.9,25000,48,3,4,10,Self-Employed,Bachelor,Married,Urban,"I've invested everything into my new venture, which means my personal finances are stretched to the limit.",0.2,High,High Risk,1
1321,26,3500,0.78,4000,24,2,3,4,Salaried,Bachelor,Single,Suburban,"Starting my first job is great, but the weight of my student loans and rent makes every month challenging.",0.35,High,High Risk,1
1322,49,11000,0.22,18000,36,0,1,17,Salaried,Bachelor,Married,Suburban,"We're in a good financial place, able to afford improvements and save for our future.",0.9,Low,Low Risk,0
1323,39,2200,0.98,1000,12,7,2,8,Salaried,High School,Single,Urban,"I work hard, but my wages just aren't enough to escape the cycle of debt and constant financial worry.",0.15,High,High Risk,1
1324,52,4800,0.45,9000,48,0,2,20,Salaried,Diploma,Divorced,Rural,"I've been working at the same company for years and have built up a decent financial history, though sometimes I need to consolidate.",0.7,Medium,Watchlist,0
1325,45,18000,0.15,10000,36,0,0,15,Salaried,Master,Married,Urban,"My investments are growing steadily, and I'm comfortable with my current savings rate.",0.9,Low,Low Risk,0
1326,22,1500,0.85,5000,24,2,1,1,Student,High School,Single,Urban,It's tough to make ends meet with tuition and rent; I often have to choose what bills to pay first.,0.1,High,High Risk,1
1327,38,6000,0.4,20000,60,0,2,10,Salaried,Bachelor,Married,Suburban,We're diligently saving for our children's college fund while managing our mortgage and car payments.,0.75,Low,Low Risk,0
1328,52,3500,0.75,15000,48,3,2,18,Salaried,Bachelor,Divorced,Urban,"The divorce settlement left me with a lot of debt, and I'm just trying to keep my head above water.",0.2,High,High Risk,1
1329,30,4000,0.6,10000,36,1,1,3,Self-Employed,Bachelor,Single,Urban,"My business is growing, but cash flow can be tight some months, making credit card payments a stretch.",0.35,Medium,Watchlist,0
1330,60,5000,0.2,8000,12,0,0,20,Salaried,Master,Married,Suburban,"Approaching retirement, I'm making sure all my ducks are in a row financially.",0.8,Low,Low Risk,0
1331,28,2500,0.9,3000,12,4,3,5,Salaried,Diploma,Single,Urban,"After a few emergencies, my credit cards are maxed out, and I'm barely making minimum payments.",0.1,High,High Risk,1
1332,35,8000,0.3,30000,60,0,1,8,Salaried,Bachelor,Married,Suburban,"We just bought a new home, and while the mortgage is significant, we've planned for it carefully.",0.75,Low,Low Risk,0
